suid,id,ref_ffvl,nom,sous_nom,cp,ville,site_type,site_sous_type,pratiques,lat,lon,alt,acces,trajet_parcking,trajet_attero_deco,handi,orientation.x,vent_favo,vent_defavo,conditions_ideales,balise,webcam,signaletique,description.x,restrictions,reg_aerienne,dangers,numero_cross,date_modification,latitude,longitude,altitude,geometry,coordinates,@id,name,free_flying:hanggliding,free_flying:paragliding,free_flying:site,leisure,sport,surface,type,website,landuse,note,access,ele,free_flying:official,free_flying:site_orientation,lit,network,operator,ref,source,free_flying:tandem,free_flying:network,natural,alt_name,wheelchair,building,building:levels,free_flying:retail,free_flying:school,club,phone,free_flying:rigid,area,aircraft,contact:website,source:date,free_flying:guest-guidelines,free_flying:no-flight-time,description.y,intermittent,inscription,fixme,crop,free_flying:ground_handling,name:en,free_flying,free_flying:orientation,free_flying:club,orientation.y,covered,fee,indoor,source:website,aeroway,mapillary,aircraft:type,aircraft:type2,length,width,abandoned:leisure,official_name,local_ref,free_flying:shop,shop,opening_hours:signed,description:it,operator:website,tourism,addr:city,addr:housenumber,addr:postcode,addr:street,opening_hours,fixme2,board_type,check_date,information,communication:radio,frequency,height,man_made,tower:construction,tower:type,contact:webcam,display:digital,monitoring:weather,recording:automated,recording:remote,weather:anemometer,weather:thermometer,weather:wind_vane,amenity,email,fax,free_flying:repair,ref:FR:SIRET,contact:facebook
30,09001,09D001A,MONTSEGUR,col de montsegur,09300,MONTSEGUR,vol,Décollage,parapente;0;0;0;0,42.8554,1.8016,1594,Carte IGN 2247 OT,20,20,0,NA,N;NE;E;O;NO,SE,nord ouest,NA,NA,0,"Les licenciés FFVL sont autorisés à se rendre sur le site en véhicule 4/4 à condition d'apposer sur le pare-brise la licence en cours de validité ou une copie de celle-ci, sous réserve que le nombre de véhicules empruntant la piste n'exède pas 3/4 par jour. La route est en mauvais état - la prudence s'impose.",NA,NA,"vent de sud
",NA,2016-05-30 13:09:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32,09002,09D002A,PRAT D'ALBIS,PRAT D'ALBIS,09000,GANAC,vol,Décollage,parapente;delta;0;0;0,42.9216,1.5811,1184,"En haut des allées de villote,au rond point, 3eme sortie, à droite, passer devant le commissariat de police nationale. A environ 300 m, au feu tricolore, prendre à gauche, direction Prat d'Albis suivre cette route toujours tout droit sur environ 11 km. 
Le parking est situé en bord de route
",1,15,1,NA,N;NE;NO,SE;S;SO,"force du vent inférieure à 25 km/h orienté N
",http://www.balisemeteo.com/balise.php?idBalise=99,NA,0,"Le prat d'albis est un petit plateau en herbe, permettant de se reposer sans piège aérologique","aucune restriction de décollage, toutefois, l'atterrissage au terrain ""pré du moulin"" à Ganac, comporte des restrictions pour lesquelles il est préconisé de s'informer, soit sur le site de la fédé soit sur les panneaux situés au décollage et à l'atterrissage",NA,"dangereux par vent météo de sud fort
attention aux lignes électriques
aucun danger au niveau du décollage",NA,2016-12-27 15:32:16,NA,NA,NA,Polygon,"1.5812196,42.921505,1.5812834,42.9215229,1.5813489,42.9215363,1.5814468,42.9215485,1.5816355,42.9215645,1.5819744,42.9215715,1.5821666,42.9215875,1.5823464,42.921607,1.5824991,42.9216229,1.5826529,42.9217995,1.5826117,42.9220281,1.5822187,42.9220994,1.5817387,42.922044,1.5813558,42.9218823,1.581063,42.921678,1.5812196,42.921505",way/233633200,Site du Prat d'Albis,NA,yes,takeoff,NA,free_flying,NA,NA,NA,grass,NA,NA,NA,NA,NW,NA,FFVL,AIGLES DE CABAILLERE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
33,09002,09A002A,PRAT D'ALBIS,Champ du moulin,09000,GANAC,vol,Atterrissage,parapente;0;0;0;0,42.9493,1.5744,485,"A foix, en haut des allées de Villote,au rond point, 3eme sortie à doite,D 21, Direction Ganac, passer devant le commissariat de police, plus loin au feu tricolore , tout droit. Après environ 3.5 km, le terrain se trouve en bord de route, après avoir traversé le pont sur le ruisseau de Ganac.
Stationnement sur le parking situé à gauche de suite après le pont . Eviter le stationnement sur la route ou sur les terrains agricoles.",1,20,0,NA,N;NE;NO,SE;S;SO,"Par vents favorables inférieurs aux vitesses indiquées pour le décollage.
Prendre en compte la possibilité de brises de vallée.",NA,NA,1,Voir panneau à proximité.,"Les atterrissages sont interdits du 20 Juin au 07 Juillet pour exploitation de l'herbe
Il est recommandé, aux utilisateurs du site, avant toute tentative d'atterrissage, de s'assurer du positionnement de la clôture, notamment au moment de la mise en pâturage du bétail   
Les accès à la station de relevage, propriété du SMDEA doivent impérativement rester libres pour permettre une intervention technique (samedi, dimanche et jours fériés inclus)
Le stationnement et larrêt de véhicules hors zone de parking et en bordure de la RD 21 sont interdits
Ce terrain est proscrit pour la pratique du deltaplane
A déconseiller pour tous les pilotes n'ayant pas acquis le brevet de pilote niveau bleu minimum
A utiliser pour les primaux accédants sous la responsabilité technique d'un moniteur diplomé
Observer la plus grande vigilance par secteur aérologique de secteur ouest
L'activité biplace est à pratiquer par des pilotes ayant la qualification requise
",NA,"Attention aux lignes électriques.
Par brises descendantes(Sud/ Nord)attention aux distances de posé.
Il est dans tous les cas impératif de soigner son approche, qui doit être préparée en amont et comporter les marges d'altitudes suffisantes sur chacune de ses phases. 
En cas de découverte du site, et quel que soit le niveau du pilote, se renseigner préalablement auprès des locaux sur les prises de terrains préconisées.",NA,2016-12-24 18:04:50,NA,NA,NA,Polygon,"1.5734138,42.9489384,1.5742201,42.9487796,1.5747458,42.9492333,1.5742866,42.9495456,1.5734138,42.9489384",way/973217951,Site du Prat d'Albis - Atterissage du champ du moulin,NA,yes,landing,NA,free_flying,NA,NA,NA,grass,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
34,09003,09D003A,VERDUN,CROUZILLE,09310,VERDUN,vol,Décollage,parapente;delta,42.7919,1.7075,1045,"Carte 2148 ET.
Depuis le village de Senconac prendre un chemin en direction du Sud Ouest qui contourne le sommet de Crouzille par la gauche et atteint un petit col. Le décollage se situe sur le versant Ouest du Col. Décollage possible du sommet.",0,0,0,O,O;,NA,NA,NA,NA,NA,"Brise de vallée pouvant être très forte l'après-midi. Vent de Nord Ouest à éviter. Atterrissage plus vaste en bordure de la voie rapide (Nord),",NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
35,09003,09A003A,VERDUN,NA,09310,VERDUN,vol,Atterrissage,parapente;delta,42.7919,1.69389,597,NA,0,0,0,O,O;,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
36,83001,83P001A,BASE DE FREJUS,NA,83600,FREJUS,cerf-volant,Décollage,NA,43.6,6.3833,610,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
37,06001,06P001A,LA SIESTA,NA,06600,ANTIBES,cerf-volant,Décollage,NA,43.6049,7.12558,4,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
42,09006,09D006A,MOULIS,CHAR DE MOULIS,09200,MOULIS,vol,Décollage,parapente;delta;0;0;0,42.9521,1.1005,840,Place du village > Montfaucon > piste fléchée>10 mn de marche.,0,0,0,NE,NE,NA,NA,NA,NA,0,"Le décollage du type falaise, les composantes de vent fort.
Les retours d\'Est sont fréquents par composante de vent de Sud-Ouest mais facilement identifiables (manches à air parallèles au relief).
Attention au renforcement du Nord Ouest ou Ouest qui peut rentrer en vallée rapidement (voir manches à air atterro qui s\'inversent en vallée).",NA,NA,.,NA,2020-01-28 17:47:33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43,09006,09A006A,MOULIS,NA,09200,MOULIS,vol,Atterrissage,parapente;delta;0;0;0,42.9642,1.0978,425,Entrée du village entre route départemental et terrain de foot.,0,0,0,NE,NE,NA,NA,NA,NA,NA,"Plier au bord quand l\'herbe est haute. 
Survol du village interdit, ligne électrique longeant l\'atterrissage.",NA,NA,.,NA,2020-01-28 17:48:20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
44,09007,09D007A,CAZAVET,CAZEAUX,09160,CAZAVET,vol,Décollage,parapente;delta,42.9839,1.0362,866,"St Girons>Montgauch Antichan)>Bareille>Piste durant 10 km, déco pré au dessus de la piste.",0,0,0,NE,N;NE;E,SE;S;SO;O;NO,Vent secteur NE,NA,NA,NA,Les entrées de vent fort et surtout l'Ouest qui rendent le vol et l'atterrissage turbulents.,NA,NA,"Site thermique, vent favorable secteur NE.",NA,2021-07-11 10:29:51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
45,09007,09A007A,CAZAVET,NA,09160,CAZAVET,vol,Atterrissage,parapente;delta;0;0;0,43.0006,1.0365,446,Deux /trois voitures max,0,25,0,NA,N;NE;E,SE;S;SO;O;NO,NA,NA,NA,0,NA,NA,NA,Zone assez boisée et thermique,NA,2020-01-26 18:46:36,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
46,09008,09D008A,COL DE LA CORE,COL DE LA CORE,09800,CASTILLON,vol,Décollage,parapente;delta;delta,42.8623,1.10795,1466,NA,0,0,0,NO,NO;,NA,NA,NA,NA,NA,Les entrées de vent fort et surtout du Sud. Les murettes à l'atterro.,NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
47,09008,09A008A,COL DE LA CORE,NA,09800,CASTILLON,vol,Atterrissage,parapente;delta;delta,42.8581,1.09524,1117,Dans le fond de vallée sous la route du col.,0,0,0,N,N;,NA,NA,NA,NA,NA,"Favorables par brise de vallée côté Nord-Ouest et par vent modéré de Nord-Ouest.
Terrain pentu, turbulences et thermiques sous vent d'un petit monticule par vent fort.",NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
48,09009,09D009A,ARROUT,SAPINIERE D'ARRONT,09800,ARROUT,vol,Décollage,parapente;delta,42.9435,1.0147,899,"St Girons > Engomer > Arrout > Piste sortie village > après fontaine à gauche. 
Accès voiture par piste et stationnement réservé aux licenciés. Mettre leurs licences FFVL sur le pare brise.

Merci",0,0,0,E,NE;E,SE;S;SO;O;NO,Thermique ou brise de vallée,NA,NA,0,Les entrées de vent fort et surtout le Sud. L'atterro est turbulent quand la brise est soutenue.,NA,NA,"Site thermique, pas recommandé aux débutants",NA,2021-06-15 08:28:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
49,09009,09A009A,ARROUT,NA,09800,ARROUT,vol,Atterrissage,parapente;delta;0;0;0,42.9304,1.0269,510,Suivre déchetterie,0,25,0,NA,N;NE;E,SE;S;SO;O;NO,NA,NA,NA,0,NA,NA,NA,"Zone thermique, attention à l\'atterrissage. Décollage dans une tranchée d\'arbre",NA,2020-01-26 18:52:22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
50,09010,09D010A,L'ARRECH (GUZET),PIC DE L'ARRECH,09140,OUST,vol,Décollage,parapente;delta;delta,42.7711,1.30252,1738,"St Girons>Guzet neige>col d'Escot>15 mn de marche sur la crête, cap au Sud.",0,0,0,"SE,NO",SE;NO;,NA,NA,NA,NA,NA,"Les entrées de vent fort et surtout le Sud. Attention aux passages sous le vent sur les faces Sud, la multitude de petites vallées rendent l'analyse aérologique complexe.",NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
51,09010,09A010A,L'ARRECH (GUZET),NA,09140,OUST,vol,Atterrissage,parapente;delta;delta,42.8021,1.27147,695,"A la sortie de Sérac, petit parking à droite, pré en bordure de route.",0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
52,09011,09D011A,PEYRE MENSONGERE,PEYRE MENSONGERE,09140,OUST,vol,Décollage,parapente;delta;0;0;0,42.7982,1.2308,1675,"St Girons>Guzet>avant Sérac, direction St Lizier et première piste à droite (10 km) > 20 à 30 mn de marche.",30,30,0,NA,N;NE;E;O;NO,SE;S;SO,"pas de vent, tot le matin car face sud sur crete de vallée

Régimes de brises de pentes

Les axes de vent notés ""favorables"" concernent un flux général qui ne doit pas impacter l'altitude du décollage.",NA,NA,0,Les entrées de vent fort et surtout le Sud.,NA,NA,"accès à pied, site thermique et montagneux",NA,2020-03-20 14:37:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
53,09011,09A011A,PEYRE MENSONGERE,NA,09140,OUST,vol,Atterrissage,parapente;delta;0;0;0,42.8021,1.2717,695,"A la sortie de Sérac, petit parking à droite, pré en bordure de route.",0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,.,NA,2020-03-21 05:04:56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
54,39003,39D003A,SEPTMONCEL,SEPTMONCEL,39310,SEPTMONCEL,vol,Décollage,parapente;delta;0;0;0,46.371,5.8985,1026,"Carte IGN 3328 O
Dans la commune de Septmoncel, sur la place, prendre à gauche de la fontaine. Grimper, traverser au pas la piste de ski à roulettes. Petit chemin à droite. Vous y êtes. Garez-vous sur le parking.",0,0,0,O,O;,NA,NA,https://www.openwindmap.org/PP563,NA,0,"Ligne à haute tension au milieu du cirque. Approche de l\'atterrissage de l\'Essard (contre-pente) en PT8 pour le delta.
L\'atterrissage du haut est délicat en parapente en pleine journée. Toujours vérifier que la biroute du décollage parapente est bien orientée pour éviter de décoller dans le rouleau en cas de vent Est ou Nord.
Les parapentes décollent à 1050 m.
Les deltas décollent à 1020 m.",NA,NA,.,NA,2020-01-26 23:34:49,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
55,39003,39A003A,SEPTMONCEL,NA,39200,VILLARD S T SAUVEUR,vol,Atterrissage,parapente;delta;delta,46.3723,5.87678,518,"Dans la commune de Villard, entrez dans le quartier Montbrilland en passant devant la mairie. Vous arriverez à l'atterrissage. Garez-vous sur le parking et non sur la route.",0,0,0,SO,SO;,NA,NA,NA,NA,NA,"Turbulent par vent fort, surtout de Nord.",NA,NA,NA,NA,0000-00-00 00:00:00,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
